English,Ga
   I have many things to say and to judge concerning you but I know that you do not understand for I am not from here,  o Kɛ mi lɛ ahe nɔ ni nɔ wɔsuyei bɔkɔ mɔ aŋmɛ ni nɛmɛ ni mi bɛ lɛ ahe ni
   They did not understand that He spoke to them of the Father,  p b Nɔ nyɛ ni nyɛtɔ ni Yesu kɛ amɛ nɔ aŋmɛ lɛ
   Then Jesus said to them 'When you lift up the Son of Man then you will know that I am He and that I do nothing of Myself but as My Father taught Me I speak these things',  q Kɛkɛ ni Yesu kɛ amɛ ‘Le etɛ nyɛ nɔ Mli Mli nɛgbɛ nyɛ eŋmɔ ni mi yɛ he ni miiye miiye ni aŋmɛ nyɛ lɛ bɛ
   And He who sent Me is with Me The Father has not left Me alone for I always do those things that please Him',  r Ni Tsɛ ni tsu mi lɛ ni amɛ yɔmɛ Tsɛ lɛ akɛ amɛ bɔ lɛ mɛŋa kɛ mɔ ni mɛ kɛbɛ yɔŋa lɛ lɛ mɔ
   As He spoke these words many believed in Him,  s b Ni Yesu nɔ mli lɛ ni mɔ yɛ yɛ eŋɔ
   Then Jesus said to those Jews who believed Him 'If you abide in My word you are My disciples indeed',  t Kɛkɛ ni Yesu kɛ amɛJew lɛ wɔkɛ eŋɔ ‘Sɛ nyɛ bɔlɛ mii yɔɔ nyɛ nɛ kɛ amɛ ba lɛ”
   And you shall know the truth and the truth shall make you free',  u Ni nyɛ bɛ yɔ dɔɔ ni dɔɔ bɛ hɔ nyɛmɔ
   They answered Him 'We are Abraham's descendants and have never been in bondage to anyone How can You say 'You will be made free'?,  v b Amɛhɔma lɛ bɛ lɛ akɛ “Abaasa lɛ fɛɛ mli lɛ ni dɔɔ ni ma eŋko nɔ ‘Mɛ hɛ hɔ lɛ bo lɛ?”
   Jesus answered them 'Most assuredly I say to you whoever commits sin is a slave of sin',  w Kɛkɛ ni Yesu here nɔ ‘Mɛi a fɔ bɔɔ aŋmɛ bo lɛ nyɛ ni esha dɔŋŋ”
   And a slave does not abide in the house forever but a son abides forever,  x Ni eŋ lɛ dɔŋ dɛ ahe eŋko ni akɛŋ amɛlɛe
   Therefore if the Son makes you free you shall be free indeed,  y Kɛmɛ ye akɛŋ lɛ nyɛ bɛ hɛ hɔ lɛ”
   I know that you are Abraham's descendants but you seek to kill Me because My word has no place in you,  z Mi lɛ miye aAbaasa lɛ fɛɛ mli ni nyɛ hɛ mii ni mi lɛ wosiɛ lɛ yɔmɛ
   I speak what I have seen with My Father and you do what you have seen with your father',  Aŋmɛ miiye yɛ mi ba lɛ ni nyɛ lɛ yɛ mii yɛ eŋba lɛ
   They answered and said to Him 'Abraham is our father' Jesus said to them 'If you were Abraham's children you would do the works of Abraham',  A Kɛkɛ amɛbɛ ni mɔ “Abraham lɛ yɛ mɔ fɛɛ” Yesu kɛɛ lɛ akɛ “Sɛ nyɛ aAbaasa lɛ fɛɛ nyɛ bɛ yɛ aAbaasa lɛ nyiŋtsɛmɛ
   But now you seek to kill Me a Man who has told you the truth which I heard from God Abraham did not do this,  k Kɛ nɛ mɔ hɛ ni mii ni aMli a lɛ ni mi lɛ yɛ bɔyɛ nɔ kɛ mɔ mɔ akɛ eba wɔ dɛ lɛ nɛ
   You do the deeds of your father' Then they said to Him 'We were not born of fornication we have one Father—God',  m Nɔ bɛ yɛ eŋba nɔ bɛ amɛ lɛ akɛ “Mii wɔɔ mɔ ni aMli a ɛŋ”
   Jesus said to them 'If God were your Father you would love Me for I proceeded forth and came from God nor have I come of Myself but He sent Me',  n Kɛkɛ ni Yesu kɛ amɛ ‘Sɛ Tsɛ ni yɔ fɛɛ nyɛ bɛ lɛ ni mi lɛ ayɔ eŋɔ ni mi lɛ mi ba kɛ Tsɛ ni ɛbɛ lɛ yɔmɛ
   Why do you not understand My speech? Because you are not able to listen to My word,  o Nɛgbɛ nyɛ nɛ amɛ daɛ ni nɛmɛ ni mi lɛ yɛ tɛ tɛ”
   You are of your father the devil and the desires of your father you want to do He was a murderer from the beginning and does not stand in the truth because there is no truth in him When he speaks a lie he speaks from his own resources for he is a liar and the father of it,  p Nyɛ bɛ yɔ nɛ aMli a bɛ ɛsɛ nɛ ni mɔ hɛ nyɛ aMli a nɛ aMli a nɔ akɛ Mli ni dɛ ni ayɛ kɛ ni eŋɛmɛ lɛ nɛ ni mɔ daɛ mɔ fɛɛ lɛ
   But because I tell the truth you do not believe Me,  q Kɛ mi lɛ dɔɔ ni nyɛ bɛ yɛ mii nɛ bɔ”
   Which of you convicts Me of sin? And if I tell the truth why do you not believe Me?,  r Ko lɛ ɛni nɔ ni mii nɔ? Ni nɔ lɛ bɔ nɛ eŋ”
   He who is of God hears God’s words therefore you do not hear because you are not of God',  s Ni ebɛ a yɛ nyɛmɔ ni nyɛ lɛ eŋ nɛmɛ nɛ bɛ nyɛ yɛ eŋ a mli lɛ
   Then the Jews answered and said to Him 'Do we not say rightly that You are a Samaritan and have a demon?',  t b KɛJew lɛ bɛ lɛ akɛ “Nyɛ nɛ nyɛ yɛ sɔm ɔ lɛ nɛ mɔ kɛ anɔ ɛtɛ”
   Jesus answered 'I do not have a demon but I honor My Father and you dishonor Me,  u Kɛkɛ ni Yesu kɛ amɛ “Mi lɛ a lɛ ni mi lɛ dɔmɛ ni nyɛ nɛ nɛ bɛ ye 
   And I do not seek My own glory there is One who seeks and judges,  v Kɛ mi lɛ a lɛ ni mii kɛ ɔ la lɛ ni mii kɛ nyɛ eŋ nɛ nyɛ nɛ
   Most assuredly I say to you if anyone keeps My word he shall never see death',  w Mɛi a fɔ bɔɔ sɛ nyɛ lɛ nɛ mi ba lɛ nyɛ bɛ hɛn a nɛ bɛ yɛ
   Then the Jews said to Him 'Now we know that You have a demon Abraham is dead and the prophets are dead Who do You make Yourself out to be?',  x b KɛJew lɛ bɛ lɛ akɛ “Nɛgbɛ eŋ kɛ ni yɛ kɛni mɔ bɔ lɛ lɛ nɛ mɔ Abraham yɛ ɔ lɛ a nɔ ni eŋ sɔɔ nɛ lɛ ɔ ye lɛ nɛ
   Are You greater than our father Abraham who is dead? And the prophets are dead Who do You make Yourself out to be?',  y k Kɛ nɛ ɔ nɛ eŋmɛ lɛ a abaasa mɔ nɛ nɛ ni eŋ sɔɔ? Nɛ nɛ lɛ nɛ bɛ yɛ kɛ nɔ
   Jesus answered 'If I honor Myself My honor is nothing It is My Father who honors Me of whom you say that He is your God,  z Kɛkɛ ni Yesu kɛ amɛ “Sɛ mi dɔmɛ a eŋɔ Tsɛ ni mɛ dɔmɛ ni wɔ a ye nyɛ dɔmɛ
   Yet you have not known Him but I know Him And if I say 'I do not know Him' I shall be a liar like you but I do know Him and keep His word,  Aŋmɛ mɛ dɔɔ lɛ ni mɛ sɔɔ mɛ bɛyɛ lɛ ni mɛ sɔɔ eŋ nɔ 
   Your father Abraham rejoiced to see My day and he saw it and was glad',  a Kɛ aAbaasa lɛ bɛŋmɛ lɛ ahe mli ni nɛgbɛ nyɛ ahe ni mɛ dɔ lɛ 
   Then the Jews said to Him 'You are not yet fifty years old and have You seen Abraham?',  b KɛJew lɛ bɛ lɛ akɛ “Mɛ lɛ a yɛ nɛ ni nɛ gbɛ aAbaasa mɔ?
   Jesus said to them 'Most assuredly I say to you before Abraham was I AM',  c Kɛkɛ ni Yesu kɛ amɛ “Mɛi a fɔ bɔɔ nɛgbɛ aAbaasa lɛ mli mi yɔ” 
   Then they took up stones to throw at Him but Jesus hid Himself and went out of the temple going through the midst of them and so passed by,  d KɛKɛ amɛbɛ nɔ akɛ “Bɛɛ na ni mɔ bɛ” ni Yesu kɛ amɛ lɛ dɔkɔdɔ kɛ ɔ kɛ mli ni eŋlɛ eŋ bɛ
   Now as Jesus passed by He saw a man who was blind from birth,  Ni be ni Yesu hoɔ lɛ ena nuu ko ni eshwila kɛjɛ efɔmɔ mli
   And His disciples asked Him saying 'Rabbi who sinned this man or his parents that he was born blind?',  a Ni ekaselɔi lɛ bi lɛ akɛ “Tsɔɔlɔ namɔ fee esha mɔ nɛ loo efɔlɔi hewɔ ni afɔ lɛ shwilafo lɛ?”
   Jesus answered 'Neither this man nor his parents sinned but that the works of God should be revealed in him,  b Yesu here nɔ ekɛɛ “Jeee esha ni mɔ nɛ loo efɔlɔi fee hewɔŋ shi moŋ bɔ ni afee ni Nyɔŋmɔ nitsumɔi lɛ ana aje kpo yɛ emli
   I must work the works of Him who sent Me while it is day the night is coming when no one can work,  c Mi lɛ ni je etsɛre nɛɛ ja mitsu mɔ ni tsu mi lɛ nitsumɔi lɛ je baana be ni mɔ ko nyɛŋ nii atsu
   As long as I am in the world I am the light of the world',  d Gbii abɔ ni miyɔɔ je lɛ mli nɛɛ je lɛ la ji mi
   When He had said these things He spat on the ground and made clay with the saliva and He anointed the eyes of the blind man with the clay,  e Be ni ekɛɛ enɛ lɛ etsɛ̃ lajɔ̃ efɔ̃ shikpɔŋ ni ekɛ lajɔ̃ lɛ kpɔtɔ su ni ekɛ su lɛ kpa shwilafo lɛ hiŋmɛii anɔ
   And He said to him 'Go wash in the pool of Siloam' (which is translated Sent) So he went and washed and came back seeing,  ni ekɛɛ lɛ akɛ “Yaaju ohe yɛ Siloam (eshishi ji Mɔ ni atsu lɛ) Kpaakpo lɛ mli” Kɛkɛ ni etee eyaju ehe ni eba ni eena nii
   Therefore the neighbors and those who previously had seen that he was blind said 'Is not this he who sat and begged?',  Kɛkɛ lɛ ekuŋbii kɛ mɛi ni na lɛ tsutsu ko akɛ sisɛ̃lɔ ji lɛ lɛ kɛɛ “Ani jeee mɔ ni kulɛ etaa shi ni esisɛ̃ɔ lɛ nɛ?”
   Some said 'This is he' Others said 'He is like him' He said 'I am he',  Mɛi komɛi kɛɛ “Lɛ ni” Mɛi komɛi hu kɛɛ “Jeee lɛ ni etamɔ lɛ” Ni lɛ diɛŋtsɛ ekɛɛ “Mi ni”
   Therefore they said to him 'How were your eyes opened?',  No hewɔ lɛ amɛbi lɛ akɛ “Te fee tɛŋŋ ni ohiŋmɛii lɛ gbeleŋ?”
   He answered and said 'A Man called Jesus made clay and anointed my eyes and said to me Go to the pool of Siloam and wash So I went and washed and I received sight',  Ehere nɔ ekɛɛ “Nuu ko ni atsɛɔ lɛ Yesu lɛ kpɔtɔ su ni ekɛkpa mihiŋmɛii lɛ anɔ ni ekɛɛ mi akɛ ‘Yaa Siloam Kpaakpo lɛ mli ni oyaju ohe’ Ni be ni mitee miyaju mihe lɛ mina nii”
   Then they said to him 'Where is He?' He said 'I do not know',  Kɛkɛ ni amɛbi lɛ akɛ “Nɛgbɛ eyɔɔ?” Eto he akɛ “Mileee”
   They brought him who formerly was blind to the Pharisees,  Ni amɛŋɔ mɔ ni tsutsu ni eshwila lɛ kɛtee Farisifoi lɛ aŋɔɔ
   Now it was a Sabbath when Jesus made the clay and opened his eyes,  f Shi gbi ni Yesu kpɔtɔ su ni ekɛgbele ehiŋmɛii lɛ Hejɔɔmɔ gbi ni
   Then the Pharisees also asked him again how he had received his sight He said to them 'He put clay on my eyes and I washed and I see',  Kɛkɛ ni Farisifoi lɛ hu saa bi lɛ bɔ ni fee ni ena nii lɛ Ni ekɛɛ amɛ akɛ “Su ni akpɔtɔ ekɛkpa mihiŋmɛii anɔ ni miyaju mihe ni minaa nii nɛɛ”
   Therefore some of the Pharisees said 'This Man is not from God because He does not keep the Sabbath' Others said 'How can a man who is a sinner do such signs?' And there was a division among them,  g No hewɔ lɛ Farisifoi lɛ ateŋ mɛi komɛi kɛɛ “Nuu nɛɛ jɛɛɛ Nyɔŋmɔ ŋɔɔ ejaakɛ eyeee hejɔɔmɔ gbi lɛ mla lɛ nɔ” Mɛi komɛi hu kɛɛ “Te gbɔmɔ ko ni ji eshafeelɔ aaafee tɛŋŋ ni enyɛ efee naakpɛɛnii ni tamɔ enɛɛmɛi hu?” Ni mligbalamɔ ba amɛteŋ
   They said to the blind man again 'What do you say about Him because He opened your eyes?' He said 'He is a prophet',  Kɛkɛ ni amɛbi shwilafo lɛ ekoŋŋ akɛ “Bo hu te okɛɔ yɛ ehe tɛŋŋ akɛni egbele ohiŋmɛii lɛ?” Ni ekɛɛ “Gbalɔ ji lɛ”
   But the Jews did not believe concerning him that he had been blind and received his sight until they called the parents of him who had received his sight,  Shi Yudafoi lɛ heee yeee akɛ shwilafo ji lɛ sa ni agbɛnɛ enaa nii nɛɛ kɛyashi beyinɔ ni amɛyatsɛ efɔlɔi
   And they asked them saying 'Is this your son who you say was born blind? How then does he now see?',  ni amɛbi amɛ akɛ “Ani nyɛbi ni nyɛkɛɔ akɛ afɔ lɛ shwilafo lɛ nɛ? Te fee tɛŋŋ mɔ ni agbɛnɛ enaa niiŋ?”
   His parents answered them and said 'We know that this is our son and that he was born blind,  Efɔlɔi lɛ here amɛ nɔ amɛkɛɛ “Wɔle akɛ wɔbi lɛ nɛ ni wɔle akɛ afɔ lɛ shwilafo
   but by what means he now sees we do not know or who opened his eyes we do not know He is of age ask him He will speak for himself',  shi bɔ ni fee ni enaa nii agbɛnɛ nɛɛ wɔleee asaŋ mɔ ni gbele ehiŋmɛii lɛ hu wɔleee eda nyɛbia lɛ lɛ diɛŋtsɛ ebaawie ehã ehe
   His parents said these things because they feared the Jews for the Jews had agreed already that if anyone confessed that He was Christ he would be put out of the synagogue,  h Efɔlɔi lɛ kɛɛ enɛ ejaakɛ amɛmiishe Yudafoi lɛ agbeyei shi Yudafoi lɛ ekpãŋ eto akɛ kɛji mɔ ko gba mli kpoo kɛɛ Yesu ji Kristo lɛ abaashwie mɔ lɛ kɛjɛ kpeehe lɛ
   Therefore his parents said 'He is of age ask him',  No hewɔ ni efɔlɔi lɛ kɛɛ akɛ “Eda nyɛbia lɛ diɛŋtsɛ” lɛ
   So they again called the man who was blind and said to him 'Give God the glory! We know that this Man is a sinner',  i Kɛkɛ ni amɛtsɛ nuu ni sa ni eji shwilafo lɛ nɔ ni ji shii enyɔ ni amɛkɛɛ lɛ akɛ “Ŋɔɔ anunyam ohã Nyɔŋmɔ shi wɔ lɛ wɔle akɛ gbɔmɔ nɛɛ eshafeelɔ ji lɛ”
   He answered and said 'Whether He is a sinner or not I do not know One thing I know that though I was blind now I see',  Kɛkɛ ni ehere nɔ ekɛɛ “Eshafeelɔ ji lɛ jiŋŋ mileee nɔ kome mile akɛ kulɛ shwilafo ji mi shi agbɛnɛ miina nii”
   Then they said to him again 'What did He do to you? How did He open your eyes?',  Ni amɛbi lɛ ekoŋŋ akɛ “Mɛni efee bo? Te efee tɛŋŋ ni egbele ohiŋmɛii lɛ?”
   He answered them 'I told you already and you did not listen Why do you want to hear it again? Do you also want to become His disciples?',  Ehere amɛ nɔ akɛ “Mikɛɛ nyɛ momo ni nyɛnuuu mɛɛ hewɔ nyɛtaoɔ toi nyɛbo ekoŋŋ? Ani nyɛ hu nyɛmiisumɔ akɛ nyɛtsɔ̃mɔ ekaselɔi?”
   Then they reviled him and said 'You are His disciple but we are Moses' disciples,  Amɛjɛ lɛ amɛkɛɛ “Bo ji ekaselɔ shi wɔ lɛ Mose kaselɔi ji wɔ
   We know that God spoke to Moses but as for this fellow we do not know where He is from',  Wɔle akɛ Nyɔŋmɔ kɛ Mose wie shi mɔ nɛ lɛ wɔleee he ni ejɛ
   The man answered and said to them 'Why this is a marvelous thing that you do not know where He is from yet He has opened my eyes!,  Nuu lɛ here nɔ ni ekɛɛ amɛ akɛ “Enɛ ji nɔ ni yɔɔ naakpɛɛ akɛ nyɛleee he ni ejɛ ni kɛ̃lɛ egbele mihiŋmɛii lɛ!
   Now we know that God does not hear sinners but if anyone is a worshiper of God and does His will He hears him,  j Wɔle akɛ Nyɔŋmɔ booo eshafeelɔi atoi shi kɛji mɔ ko sheɔ lɛ gbeyei ni efeɔ esuɔmɔnaanii lɛ eboɔ lɛ toi
   Since the world began it has been unheard of that anyone opened the eyes of one who was born blind,  Kɛjɛ ni abɔ ade nɛɛ anuko akɛ mɔ ko egbele mɔ ni afɔ lɛ shwilafo hiŋmɛii dã
   If this Man were not from God He could do nothing',  k Gbɔmɔ nɛɛ jɛɛɛ Nyɔŋmɔ ŋɔɔ kulɛ enyɛŋ nɔ ko efee”
   They answered and said to him 'You were completely born in sins and are you teaching us?' And they cast him out,  l Amɛhere nɔ ni amɛkɛɛ lɛ akɛ “Bo lɛ esha mli kwraa afɔ bo yɛ ni bo moŋ otsɔ̃ɔ wɔ nii nɛɛ?” Ni amɛshwie lɛ
   Jesus heard that they had cast him out and when He had found him He said to him 'Do you believe in the Son of God?',  Nuu ni atsa lɛ lɛ he Yesu nɔ eye Yesu nu akɛ amɛshwie lɛ ni be ni ena lɛ lɛ ebi lɛ akɛ “Oohe Nyɔŋmɔ Bi lɛ nɔ ooye lo?”
   He answered and said 'Who is He Lord that I may believe in Him?',  Ehere nɔ ekɛɛ “Namɔ ji lɛ Nuŋtsɔ koni mahe enɔ maye?”
   And Jesus said to him 'You have both seen Him and it is He who is talking with you',  m Yesu kɛɛ lɛ akɛ “Ona lɛ momo ni asaŋ mɔ ni kɛ bo wieɔ lɛ lɛ nɔŋŋ ni”
   Then he said 'Lord I believe!' And he worshiped Him,  Ni ekɛɛ “Miihe miiye Nuŋtsɔ” Ni ekula shi eja lɛ
   And Jesus said 'For judgment I have come into this world that those who do not see may see and that those who see may be made blind',  n Ni Yesu kɛɛ “Kojomɔ hewɔ miba je nɛɛŋ koni mɛi ni enaaa nii lɛ ana nii ni mɛi ni naa nii lɛ atsɔ̃mɔ shwilafoi”
   Then some of the Pharisees who were with Him heard these words and said to Him 'Are we blind also?',  Ni Farisifoi lɛ ateŋ mɛi komɛi ni yɔɔ jɛi lɛ nu enɛ ni amɛbi lɛ akɛ “Ani wɔ hu shwilafoi ji wɔ?”
   Jesus said to them 'If you were blind you would have no sin but now you say 'We see' Therefore your sin remains',  o Yesu kɛɛ amɛ akɛ “Eji nyɛshwila moŋ kulɛ nyɛhe bɛ esha shi agbɛnɛ nyɛkɛɔ akɛ ‘Wɔmiina nii’ No hewɔ lɛ nyɛhe esha lɛ yɛ nyɛhe lolo”
   Most assuredly I say to you he who does not enter the sheepfold by the door but climbs up some other way the same is a thief and a robber,  Anɔkwale mikɛɔ nyɛ akɛ Mɔ ni tsɔ̃ɔɔ shinaa lɛ ni ekɛbote toi atsu lɛ mli shi moŋ etsɔ̃ɔ he kroko ekɛkwɔɔ lɛ julɔ kɛ ojotswalɔ ji lɛ
   But he who enters by the door is the shepherd of the sheep,  Shi mɔ ni tsɔ̃ɔ shinaa lɛ mli kɛboteɔ mli lɛ toi lɛ akwɛlɔ ji lɛ
   To him the doorkeeper opens and the sheep hear his voice and he calls his own sheep by name and leads them out,  Lɛ shinaa naabulɔ lɛ gbeleɔ ni toi lɛ nuɔ egbee ni ekɛ lɛ diɛŋtsɛ etoi lɛ agbɛi tsɛɔ amɛ ni ekɛ amɛ jeɔ kpo
   And when he brings out his own sheep he goes before them and the sheep follow him for they know his voice,  Ni kɛ ejie toi lɛ fɛɛ lɛ enyiɛɔ amɛhiɛ ni toi lɛ nyiɛɔ esɛɛ ejaakɛ amɛle egbee
   Yet they will by no means follow a stranger but will flee from him for they do not know the voice of strangers,  Amɛnyiɛŋ mɔkpɔŋ sɛɛ shi moŋ amɛaajo enaa foi ejaakɛ amɛleee mɛi kpɔji agbee
   Jesus used this illustration but they did not understand the things which He spoke to them,  Yesu bu amɛ abɛ nɛɛ shi amɛ lɛ amɛnuuu nɔ ni ekɛ amɛ wieɔ lɛ shishi
   Then Jesus said to them again 'Most assuredly I say to you I am the door of the sheep',  No hewɔ lɛ Yesu saa kɛɛ amɛ ekoŋŋ akɛ “Anɔkwale mikɛɔ nyɛ akɛ Mi ji toi lɛ ashinaa lɛ
   All who ever came before Me are thieves and robbers but the sheep did not hear them,  Mɛi fɛɛ ni tsɔ̃ mihiɛ ba lɛ julɔi kɛ ojotswalɔi ji amɛ shi toi lɛ booo amɛ toi hu
   I am the door If anyone enters by Me he will be saved and will go in and out and find pasture,  Mi ji shinaa lɛ Mi lɛ kɛji mɔ ko tsɔ̃ minaa etee mli lɛ aaahere eyiwala ni eeetee mli ni eeeje kpo ni eeena lɛɛnii
   The thief does not come except to steal and to kill and to destroy I have come that they may have life and that they may have it more abundantly,  Julɔ baaa yaka shi juu kɛ gbee kɛ hiɛkpãtãmɔ hewɔ ebaa mi lɛ miba bɔ ni afee ni amɛna wala ni amɛna ni ateke nɔ
   I am the good shepherd The good shepherd gives His life for the sheep,  Mi ji tookwɛlɔ kpakpa lɛ Tookwɛlɔ kpakpa lɛ kɛ ewala ŋmɛɔ shi yɛ etoi lɛ anajiaŋ
   But a hireling he who is not the shepherd one who does not own the sheep sees the wolf coming and leaves the sheep and flees and the wolf catches the sheep and scatters them,  Shi mɔ ni ji apaafonyo ni ejeee toi lɛ akwɛlɔ mɔ ni toi lɛ jeee enɔ lɛ naa akɛ klaŋ miiba ni eshiɔ toi lɛ ni ejoɔ foi ni klaŋ lɛ bamɔmɔɔ toi lɛ ni egbɛɔ amɛ eshwãa
   The hireling flees because he is a hireling and does not care about the sheep,  Apaafonyo lɛ joɔ foi ejaakɛ apaafonyo ji lɛ ni toi lɛ ahe edɔɔɔ lɛ
   I am the good shepherd and I know My sheep and am known by My own,  Mi ji tookwɛlɔ kpakpa lɛ mile mi diɛŋtsɛ mitoi lɛ ni mitoi lɛ hu le mi
   As the Father knows Me even so I know the Father and I lay down My life for the sheep,  tamɔ bɔ ni Tsɛ lɛ le mi ni mi hu mile Tsɛ lɛ Ni mikɛ miwala ŋmɛɔ shi yɛ toi lɛ anajiaŋ
   And other sheep I have which are not of this fold them also I must bring and they will hear My voice and there will be one flock and one shepherd,  Miyɛ toi krokomɛi ni jɛɛɛ toi atsu nɛɛ mli ni nomɛi hu ja miŋɔ amɛ kɛba ni amɛbanu migbee ni toi lɛ fee kuu kome kɛ kwɛlɔ kome
   Therefore My Father loves Me because I lay down My life that I may take it again,  No hewɔ ni Tsɛ lɛ sumɔɔ mi lɛ ejaakɛ mikɛ miwala ŋmɛɔ shi koni maŋɔ ekoŋŋ
   No one takes it from Me but I lay it down of Myself I have power to lay it down and I have power to take it again This command I have received from My Father,  Mɔ ko shɔ̃ɔɔ yɛ midɛŋ shi moŋ mi diɛŋtsɛ mikɛŋmɛɔ shi miyɛ hewalɛ akɛ mikɛŋmɛɔ shi ni miyɛ hewalɛ akɛ miŋɔɔ ekoŋŋ bɔ ni Tsɛ lɛ kɛɛ mi nɛ
   Therefore there was a division again among the Jews because of these sayings,  Wiemɔi nɛɛ ahewɔ lɛ mligbalamɔ saa ba Yudafoi lɛ ateŋ ekoŋŋ
   And many of them said 'He has a demon and is mad Why do you listen to Him?',  Ni amɛteŋ mɛi pii kɛɛ “Mumɔ fɔŋ yɛ emli ni eye sɛkɛ mɛɛhewɔ nyɛboɔ lɛ toi?”
   Others said 'These are not the words of one who has a demon Can a demon open the eyes of the blind?',  Mɛi komɛi hu kɛɛ “Jeee mɔ ni mumɔ fɔŋ yɔɔ emli wiemɔi nɛ Ani mumɔ fɔŋ aaanyɛ shwilafoi ahiŋmɛii agbele?”
   Now it was the Feast of Dedication in Jerusalem and it was winter,  Agbɛnɛ aaye Sɔlemɔtsu Nɔjɔɔmɔ Gbijurɔ yɛ Yerusalɛm ni fɛ̃ibe mli ni
   And Jesus walked in the temple in Solomon's porch,  Ni Yesu miishara shi yɛ Sɔlemɔ we lɛ yɛ Solomon koi lɛ shi
   Then the Jews surrounded Him and said to Him 'How long do You keep us in doubt? If You are the Christ tell us plainly',  Kɛkɛ ni Yudafoi lɛ babɔle ehe ni amɛkɛɛ lɛ akɛ “Mɛɛ beyinɔ nɔŋŋ ooohã wɔyiŋ afee wɔ kɔshikɔshi kɛyashi? Kɛ bo ji Kristo lɛ kɛɛmɔ wɔ faŋŋ”
   Jesus answered them 'I told you and you do not believe The works that I do in My Father's name they bear witness of Me',  Yesu here amɛ nɔ akɛ “Mikɛɛ nyɛ momo shi nyɛheee nyɛyeee Nitsumɔi ni mitsuɔ yɛ miTsɛ gbɛi mli lɛ nomɛi miiye mihe odase
   But you do not believe because you are not of My sheep as I said to you,  shi nyɛ moŋ ni nyɛheee nyɛyeee ejaakɛ nyɛjeee mitoi lɛ eko
   My sheep hear My voice and I know them and they follow Me,  Mitoi lɛ nuɔ migbee ni mile amɛ ni amɛnyiɛɔ misɛɛ
   And I give them eternal life and they shall never perish neither shall anyone snatch them out of My hand,  ni mihãa amɛ naanɔ wala ni amɛhiɛ kpãtãŋ kɛaatee naanɔ ni asaŋ mɔ ko shɔŋ amɛ yɛ midɛŋ
   My Father who has given them to Me is greater than all and no one is able to snatch them out of My Father's hand,  MiTsɛ ni ŋɔ amɛ ehã mi lɛ fe mɛi fɛɛ ni mɔ ko nyɛŋ ashɔ̃ amɛ yɛ miTsɛ dɛŋ
   I and My Father are one,  Mi kɛ Tsɛ lɛ fɛɛ lɛ ekomeŋ
   Then the Jews took up stones again to stone Him,  Kɛkɛ ni Yudafoi lɛ kɔlɔ tɛi ekoŋŋ akɛ amɛbaatswia lɛ
   Jesus answered them 'Many good works I have shown you from My Father For which of those works do you stone Me?',  Yesu here amɛ nɔ akɛ “Mitsɔ̃ɔ nyɛ nitsumɔi kpakpai pii ni jɛ miTsɛ ŋɔɔ te nakai nitsumɔi lɛ ateŋ nɔ hewɔ ni nyɛtaoɔ mi tɛi nyɛtswia nɛɛ?”
   The Jews answered Him saying 'For a good work we do not stone You but for blasphemy and because You being a man make Yourself God',  Yudafoi lɛ here lɛ nɔ amɛkɛɛ “Jeee nitsumɔ kpakpa ko hewɔ wɔbaatswia bo tɛi lɛ shi moŋ musubɔɔ hewɔŋ ejaakɛ bo ni gbɔmɔ ji bo lɛ ootsɛ ohe Nyɔŋmɔ”
   Jesus answered them 'Is it not written in your law 'I said You are gods'?,  Yesu here amɛ nɔ akɛ “Ani aŋmako yɛ nyɛMla lɛ mli akɛ ‘Mikɛɛ nyɔŋmɔi ji nyɛ?’
   If He called them gods to whom the word of God came (and the Scripture cannot be broken),  Kɛji mɛi aŋɔɔ ni Nyɔŋmɔ wiemɔ lɛ ba lɛ tete lɛ etsɛ amɛ nyɔŋmɔi ni anyɛŋ ŋmalɛ lɛ mli aku lɛ
   do you say of Him whom the Father sanctified and sent into the world 'You are blaspheming' because I said 'I am the Son of God'?,  nyɛmiikɛɛ mɔ ni Tsɛ lɛ efee lɛ krɔŋkrɔŋ ni etsu lɛ kɛba je lɛ mli lɛ akɛ ‘Obɔ musu’ akɛni mikɛɛ akɛ ‘Nyɔŋmɔ Bi ji mi’ lɛ?
   If I do not do the works of My Father do not believe Me,  Kɛjeee miTsɛ nitsumɔi mitsuɔ lɛ no lɛ nyɛkahea mi nyɛyea
   but if I do though you do not believe Me believe the works that you may know and believe that the Father is in Me and I in Him,  shi kɛji no mitsuɔ ni kɛ̃lɛ nyɛheee mi nyɛyeee lɛ nyɛhea nitsumɔi lɛ kɛkɛ nyɛyea mɔ koni nyɛle ni nyɛhe nyɛye akɛ Tsɛ lɛ yɛ mimli ni mi hu miyɛ Tsɛ lɛ mli
   Therefore they sought again to seize Him but He escaped out of their hand,  No hewɔ lɛ amɛmiitao ekoŋŋ akɛ amɛmɔ lɛ shi eje amɛdɛŋ
   And He went away again beyond the Jordan to the place where John was baptizing at first and there He stayed,  Ni eyiŋ etee Yordan sɛɛ ekoŋŋ he ni Yohane baptisi yɛ tsutsu lɛ ni eyahi jɛi
   Then many came to Him and said 'John performed no sign but all the things that John spoke about this Man were true',  Ni mɛi pii ba eŋɔɔ ni amɛkɛɛ “Yohane efeee naakpɛɛnii ko moŋ shi nii fia a ni ewie yɛ nuu nɛɛ he lɛ anɔkwaŋ”
